"","region","council","swim_site","time","enterococci_cfu_100ml","water_temperature_c","conductivity_ms_cm","latitude.x","longitude.x","max_temp_C","min_temp_C","precipitation_mm","log_enterococci","class","year","month","yeojohnson_precip","temp_ec_interact","temp_diff","season"
"1","Western Sydney","Hawkesbury City Council","Windsor Beach","11:00:00",620,0.121634250778816,-5.9386476054063,-33.6044834,150.8170393,20.4,14.2,-0.110605329600697,6.43133108193348,"Poor",2025,4,-0.133164905685036,0.782270137661493,6.2,"Autumn"
"2","Sydney Harbour","North Sydney Council","Hayes Street Beach","11:40:00",64,0.495896349415908,-0.716744553552168,-33.841715,151.219382,20.4,14.2,-0.110605329600697,4.17438726989564,"Good",2025,4,-0.133164905685036,2.07006340818949,6.2,"Autumn"
"3","Sydney Harbour","Willoughby City Council","Northbridge Baths","10:54:00",160,0.495896349415908,-0.289727904718268,-33.806043,151.222754,20.4,14.2,-0.110605329600697,5.08140436498446,"Good",2025,4,-0.133164905685036,2.51984987450186,6.2,"Autumn"
"4","Sydney Harbour","Northern Beaches Council","Fairlight Beach","09:28:00",54,0.495896349415908,0.14773208607081,-33.800731,151.274778,20.4,14.2,-0.110605329600697,4.00733318523247,"Good",2025,4,-0.133164905685036,1.98722189745001,6.2,"Autumn"
"5","Western Sydney","Hawkesbury City Council","Yarramundi Reserve","10:35:00",720,-0.626889946495367,-5.95895410365248,-33.6091226,150.6978862,20.4,14.2,-0.110605329600697,6.58063913728495,"Poor",2025,4,-0.133164905685036,-4.12533651667788,6.2,"Autumn"
"6","Sydney Harbour","Northern Beaches Council","Little Manly Cove","09:19:00",230,0.495896349415908,-1.42573143517585,-33.807232,151.286808,20.4,14.2,-0.110605329600697,5.44241771052179,"Fair",2025,4,-0.133164905685036,2.69887507464424,6.2,"Autumn"
"7","Sydney Harbour","City of Canada Bay Council","Chiswick Baths","13:06:00",120,0.495896349415908,-5.40522490576243,-33.847168,151.142892,20.4,14.2,-0.110605329600697,4.79579054559674,"Good",2025,4,-0.133164905685036,2.37821502412475,6.2,"Autumn"
"8","Sydney Harbour","Inner West Council","Dawn Fraser Pool","08:04:00",280,0.495896349415908,-0.0959458928833179,-33.853237,151.172823,20.4,14.2,-0.110605329600697,5.63835466933375,"Fair",2025,4,-0.133164905685036,2.79603949723474,6.2,"Autumn"
"9","Sydney Harbour","Woollahra Municipal Council","Rose Bay Beach","08:50:00",60,0.870158448053,0.17093951263787,-33.870027,151.265932,20.4,14.2,-0.110605329600697,4.11087386417331,"Good",2025,4,-0.133164905685036,3.57711162179069,6.2,"Autumn"
"10","Sydney Harbour","Woollahra Municipal Council","Camp Cove","09:09:00",100,0.870158448053,0.1825432259214,-33.839395,151.278758,20.4,14.2,-0.110605329600697,4.61512051684126,"Good",2025,4,-0.133164905685036,4.01588610651215,6.2,"Autumn"
"11","Sydney Harbour","Inner West Council","Callan Park Seawall","07:52:00",811.299999999974,0.121634250778816,-0.843225028342645,-33.862333,151.159306,20.4,14.2,-0.110605329600697,6.69986973005688,"Poor",2025,4,-0.133164905685036,0.814933634931139,6.2,"Autumn"
"12","Sydney Harbour","Lane Cove Council","Tambourine Bay","12:09:00",811.299999999974,0.121634250778816,-3.15004322910839,-33.828066,151.161315,20.4,14.2,-0.110605329600697,6.69986973005688,"Poor",2025,4,-0.133164905685036,0.814933634931139,6.2,"Autumn"
"13","Sydney Harbour","Northern Beaches Council","Forty Baskets Pool","09:31:00",180,0.870158448053,-0.386038724971566,-33.803133,151.270604,20.4,14.2,-0.110605329600697,5.19849703126583,"Good",2025,4,-0.133164905685036,4.5235161089344,6.2,"Autumn"
"14","Sydney Harbour","Mosman Municipal Council","Chinamans Beach","11:13:00",26,0.495896349415908,0.00848752666845135,-33.814094,151.248971,20.4,14.2,-0.110605329600697,3.29583686600433,"Good",2025,4,-0.133164905685036,1.63439347012191,6.2,"Autumn"
"15","Sydney Harbour","Lane Cove Council","Greenwich Baths","11:51:00",48,0.495896349415908,-0.64364115986593,-33.84176,151.1829,20.4,14.2,-0.110605329600697,3.89182029811063,"Good",2025,4,-0.133164905685036,1.92993947841579,6.2,"Autumn"
"16","Sydney Harbour","Woollahra Municipal Council","Parsley Bay","09:01:00",540,0.870158448053,-0.0147198998986085,-33.849889,151.276441,20.4,14.2,-0.110605329600697,6.29341927884648,"Poor",2025,4,-0.133164905685036,5.47627195262788,6.2,"Autumn"
"17","Sydney Harbour","Woollahra Municipal Council","Watsons Bay","09:06:00",460,0.495896349415908,-0.0611347530327282,-33.845115,151.280546,20.4,14.2,-0.110605329600697,6.13339804299665,"Fair",2025,4,-0.133164905685036,3.04152969903671,6.2,"Autumn"
"18","Sydney Harbour","Northern Beaches Council","Gurney Crescent Baths","10:05:00",460,0.870158448053,-2.56405570829013,-33.793451,151.235278,20.4,14.2,-0.110605329600697,6.13339804299665,"Fair",2025,4,-0.133164905685036,5.33702812238527,6.2,"Autumn"
"19","Sydney Harbour","The City of Sydney","Darling Harbour","08:20:00",690,0.121634250778816,-5.95895410365248,-33.87129,151.20069,20.4,14.2,-0.110605329600697,6.53813982376767,"Poor",2025,4,-0.133164905685036,0.795261738951123,6.2,"Autumn"
"20","Sydney Harbour","Northern Beaches Council","Clontarf Pool","09:44:00",140,0.870158448053,0.112920946220221,-33.80579,151.25172,20.4,14.2,-0.110605329600697,4.94875989037817,"Good",2025,4,-0.133164905685036,4.3062052259984,6.2,"Autumn"
"21","Sydney Harbour","City of Canada Bay Council","Cabarita Beach","12:29:00",180,0.495896349415908,-0.344265357150858,-33.841448,151.11863,20.4,14.2,-0.110605329600697,5.19849703126583,"Good",2025,4,-0.133164905685036,2.57791570025416,6.2,"Autumn"
"22","Sydney Harbour","Mosman Municipal Council","Edwards Beach","11:17:00",20,0.870158448053,0.17093951263787,-33.82138,151.25283,20.4,14.2,-0.110605329600697,3.04452243772342,"Good",2025,4,-0.133164905685036,2.64921691947195,6.2,"Autumn"
"23","Sydney Harbour","Lane Cove Council","Woodford Bay","12:01:00",200,0.495896349415908,-0.359350184419447,-33.831968,151.17254,20.4,14.2,-0.110605329600697,5.30330490805908,"Good",2025,4,-0.133164905685036,2.62988954374596,6.2,"Autumn"
"24","Western Sydney","Penrith City Council","Penrith Beach","10:00:00",170,0.121634250778816,-1.12867637511748,-33.694762,150.675921,20.4,14.2,-0.110605329600697,5.14166355650266,"Good",2025,4,-0.133164905685036,0.625402394451946,6.2,"Autumn"
"25","Sydney Harbour","Mosman Municipal Council","Balmoral Baths","11:20:00",59,0.870158448053,0.112920946220221,-33.826888,151.253476,20.4,14.2,-0.110605329600697,4.0943445622221,"Good",2025,4,-0.133164905685036,3.56272851005742,6.2,"Autumn"
"26","Sydney Harbour","Northern Beaches Council","Manly Cove","09:24:00",50,0.495896349415908,0.13612837278728,-33.79944,151.282519,20.4,14.2,-0.110605329600697,3.93182563272433,"Good",2025,4,-0.133164905685036,1.94977797780789,6.2,"Autumn"
"27","Sydney Harbour","Northern Beaches Council","Davidson Reserve","10:27:00",811.299999999974,-0.252627847858275,-4.39048017911774,-33.767929,151.200343,20.4,14.2,-0.110605329600697,6.69986973005688,"Poor",2025,4,-0.133164905685036,-1.69257367083507,6.2,"Autumn"
"28","Sydney Harbour","Mosman Municipal Council","Clifton Gardens","11:30:00",26,0.870158448053,-0.0611347530327282,-33.839154,151.253349,20.4,14.2,-0.110605329600697,3.29583686600433,"Good",2025,4,-0.133164905685036,2.86790029235819,6.2,"Autumn"
"29","Sydney Harbour","Woollahra Municipal Council","Murray Rose Pool","08:42:00",90,0.495896349415908,-0.455661004672745,-33.871276,151.246974,20.4,14.2,-0.110605329600697,4.51085950651685,"Good",2025,4,-0.133164905685036,2.23691876200975,6.2,"Autumn"
"30","Sydney Harbour","Woollahra Municipal Council","Nielsen Park","08:57:00",24,0.870158448053,0.19414693920493,-33.849925,151.266231,20.4,14.2,-0.110605329600697,3.2188758248682,"Good",2025,4,-0.133164905685036,2.80093199224263,6.2,"Autumn"
"31","Northern Sydney","Northern Beaches Council","Newport Beach","07:47:00",0,0.870158448053,0.26376921890611,-33.653976,151.32375,22.6,15.2,-0.0457163744135259,0,"Good",2025,4,-0.0493787270682432,0,7.4,"Autumn"
"32","Northern Sydney","Northern Beaches Council","Mona Vale Beach","07:20:00",2,0.121634250778816,0.414617491591999,-33.679704,151.313981,22.6,15.2,-0.0457163744135259,1.09861228866811,"Good",2025,4,-0.0493787270682432,0.133628882628546,7.4,"Autumn"
"33","Northern Sydney","Northern Beaches Council","Avalon Beach","10:17:00",2,1.24442054669009,0.356598925174349,-33.635658,151.332569,22.6,15.2,-0.0457163744135259,1.09861228866811,"Good",2025,4,-0.0493787270682432,1.36713570486482,7.4,"Autumn"
"34","Northern Sydney","Northern Beaches Council","Palm Beach","10:50:00",0,1.24442054669009,0.286976645473169,-33.598779,151.325824,22.6,15.2,-0.0457163744135259,0,"Good",2025,4,-0.0493787270682432,0,7.4,"Autumn"
"35","Northern Sydney","Northern Beaches Council","Bilgola Beach","07:58:00",1,0.870158448053,0.275372932189639,-33.645256,151.328774,22.6,15.2,-0.0457163744135259,0.693147180559945,"Good",2025,4,-0.0493787270682432,0.603147874908355,7.4,"Autumn"
"36","Northern Sydney","Northern Beaches Council","Bungan Beach","07:37:00",0,0.870158448053,0.310184072040229,-33.665919,151.320776,22.6,15.2,-0.0457163744135259,0,"Good",2025,4,-0.0493787270682432,0,7.4,"Autumn"
"37","Northern Sydney","Northern Beaches Council","Whale Beach","10:33:00",0,1.24442054669009,0.310184072040229,-33.611207,151.332254,22.6,15.2,-0.0457163744135259,0,"Good",2025,4,-0.0493787270682432,0,7.4,"Autumn"
"38","Southern Sydney","Sutherland Shire Council","South Cronulla Beach","08:22:00",5,0.495896349415908,0.25216550562258,-34.055497,151.155347,22.9,16.9,0.424728550693468,1.79175946922805,"Good",2025,4,0.23922093610927,0.888526979821578,6,"Autumn"
"39","Southern Sydney","Sutherland Shire Council","Wanda Beach","08:54:00",2,0.870158448053,0.101317232936691,-34.04393,151.1622,22.9,16.9,0.424728550693468,1.09861228866811,"Good",2025,4,0.23922093610927,0.955966764119397,6,"Autumn"
"40","Southern Sydney","Sutherland Shire Council","Boat Harbour","09:29:00",6,0.870158448053,0.25216550562258,-34.038723,151.200127,22.9,16.9,0.424728550693468,1.94591014905531,"Good",2025,4,0.23922093610927,1.69325015535255,6,"Autumn"
"41","Southern Sydney","Sutherland Shire Council","North Cronulla Beach","08:37:00",7,0.870158448053,0.321787785323759,-34.05101,151.15659,22.9,16.9,0.424728550693468,2.07944154167984,"Good",2025,4,0.23922093610927,1.80944362472506,6,"Autumn"
"42","Southern Sydney","Sutherland Shire Council","Shelly Beach (Sutherland)","08:06:00",3,0.870158448053,0.321787785323759,-34.06412,151.15542,22.9,16.9,0.424728550693468,1.38629436111989,"Good",2025,4,0.23922093610927,1.20629574981671,6,"Autumn"
"43","Southern Sydney","Sutherland Shire Council","Elouera Beach","08:40:00",4,0.870158448053,0.22895807905552,-34.04661,151.15966,22.9,16.9,0.424728550693468,1.6094379124341,"Good",2025,4,0.23922093610927,1.40046599612132,6,"Autumn"
"44","Southern Sydney","Sutherland Shire Council","Greenhills Beach","09:21:00",0,0.870158448053,0.286976645473169,-34.03479,151.18418,22.9,16.9,0.424728550693468,0,"Good",2025,4,0.23922093610927,0,6,"Autumn"
"45","Southern Sydney","Sutherland Shire Council","Oak Park Beach","07:55:00",24,0.870158448053,0.449428631442588,-34.06984,151.156853,22.9,16.9,0.424728550693468,3.2188758248682,"Good",2025,4,0.23922093610927,2.80093199224263,6,"Autumn"
"46","Sydney Harbour","Mosman Municipal Council","Edwards Beach","08:46:00",1,0.870158448053,0.1825432259214,-33.82138,151.25283,20.9,18.2,2.98784228058674,0.693147180559945,"Good",2025,4,0.404529729209735,0.603147874908355,2.7,"Autumn"
"47","Sydney Harbour","City of Canada Bay Council","Cabarita Beach","07:37:00",6,0.495896349415908,-0.177171885868027,-33.841448,151.11863,20.9,18.2,2.98784228058674,1.94591014905531,"Good",2025,4,0.404529729209735,0.964969739207896,2.7,"Autumn"
"48","Sydney Harbour","Northern Beaches Council","Clontarf Pool","10:10:00",3,0.870158448053,0.101317232936691,-33.80579,151.25172,20.9,18.2,2.98784228058674,1.38629436111989,"Good",2025,4,0.404529729209735,1.20629574981671,2.7,"Autumn"
"49","Sydney Harbour","The City of Sydney","Darling Harbour","11:33:00",70,0.870158448053,-0.0495310397491982,-33.87129,151.20069,20.9,18.2,2.98784228058674,4.26267987704132,"Good",2025,4,0.404529729209735,3.70920690635302,2.7,"Autumn"
"50","Sydney Harbour","Lane Cove Council","Woodford Bay","08:03:00",10,0.495896349415908,-0.119153319450378,-33.831968,151.17254,20.9,18.2,2.98784228058674,2.39789527279837,"Good",2025,4,0.404529729209735,1.18910751206238,2.7,"Autumn"
"51","Sydney Harbour","Mosman Municipal Council","Balmoral Baths","08:43:00",1,0.870158448053,0.19414693920493,-33.826888,151.253476,20.9,18.2,2.98784228058674,0.693147180559945,"Good",2025,4,0.404529729209735,0.603147874908355,2.7,"Autumn"
"52","Sydney Harbour","The Council of the Municipality of Hunters Hill","Woolwich Baths","07:49:00",10,0.495896349415908,-0.142360746017438,-33.83919,151.16949,20.9,18.2,2.98784228058674,2.39789527279837,"Good",2025,4,0.404529729209735,1.18910751206238,2.7,"Autumn"
"53","Sydney Harbour","Northern Beaches Council","Manly Cove","10:27:00",5,0.870158448053,0.19414693920493,-33.79944,151.282519,20.9,18.2,2.98784228058674,1.79175946922805,"Good",2025,4,0.404529729209735,1.55911463902775,2.7,"Autumn"
"54","Sydney Harbour","Northern Beaches Council","Davidson Reserve","09:25:00",0,0.870158448053,-0.00311618661507857,-33.767929,151.200343,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"55","Sydney Harbour","Mosman Municipal Council","Clifton Gardens","08:33:00",33,0.870158448053,0.24056179233905,-33.839154,151.253349,20.9,18.2,2.98784228058674,3.52636052461616,"Good",2025,4,0.404529729209735,3.06849240137536,2.7,"Autumn"
"56","Sydney Harbour","Woollahra Municipal Council","Nielsen Park","10:56:00",0,0.870158448053,0.14773208607081,-33.849925,151.266231,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"57","Sydney Harbour","Woollahra Municipal Council","Murray Rose Pool","11:10:00",7,0.495896349415908,0.101317232936691,-33.871276,151.246974,20.9,18.2,2.98784228058674,2.07944154167984,"Good",2025,4,0.404529729209735,1.03118746934282,2.7,"Autumn"
"58","Sydney Harbour","Northern Beaches Council","Gurney Crescent Baths","09:05:00",0,0.870158448053,0.14773208607081,-33.793451,151.235278,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"59","Sydney Harbour","Woollahra Municipal Council","Watsons Bay","10:47:00",0,0.870158448053,0.19414693920493,-33.845115,151.280546,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"60","Sydney Harbour","Woollahra Municipal Council","Parsley Bay","10:52:00",5,0.870158448053,0.26376921890611,-33.849889,151.276441,20.9,18.2,2.98784228058674,1.79175946922805,"Good",2025,4,0.404529729209735,1.55911463902775,2.7,"Autumn"
"61","Sydney Harbour","Mosman Municipal Council","Chinamans Beach","08:49:00",0,0.870158448053,0.0781098063696309,-33.814094,151.248971,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"62","Sydney Harbour","Lane Cove Council","Greenwich Baths","08:08:00",2,0.495896349415908,-0.0379273264656683,-33.84176,151.1829,20.9,18.2,2.98784228058674,1.09861228866811,"Good",2025,4,0.404529729209735,0.544797823373972,2.7,"Autumn"
"63","Sydney Harbour","Northern Beaches Council","Forty Baskets Pool","10:22:00",4,0.870158448053,0.24056179233905,-33.803133,151.270604,20.9,18.2,2.98784228058674,1.6094379124341,"Good",2025,4,0.404529729209735,1.40046599612132,2.7,"Autumn"
"64","Sydney Harbour","Lane Cove Council","Tambourine Bay","07:56:00",4,0.495896349415908,-0.188775599151557,-33.828066,151.161315,20.9,18.2,2.98784228058674,1.6094379124341,"Good",2025,4,0.404529729209735,0.79811438538763,2.7,"Autumn"
"65","Sydney Harbour","North Sydney Council","Hayes Street Beach","08:21:00",23,0.495896349415908,0.112920946220221,-33.841715,151.219382,20.9,18.2,2.98784228058674,3.17805383034795,"Good",2025,4,0.404529729209735,1.57598529271679,2.7,"Autumn"
"66","Sydney Harbour","Willoughby City Council","Northbridge Baths","09:49:00",1,0.870158448053,0.124524659503751,-33.806043,151.222754,20.9,18.2,2.98784228058674,0.693147180559945,"Good",2025,4,0.404529729209735,0.603147874908355,2.7,"Autumn"
"67","Sydney Harbour","Northern Beaches Council","Fairlight Beach","10:25:00",7,0.870158448053,0.1825432259214,-33.800731,151.274778,20.9,18.2,2.98784228058674,2.07944154167984,"Good",2025,4,0.404529729209735,1.80944362472506,2.7,"Autumn"
"68","Sydney Harbour","Inner West Council","Dawn Fraser Pool","11:49:00",0,0.870158448053,0.00848752666845135,-33.853237,151.172823,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"69","Sydney Harbour","City of Canada Bay Council","Chiswick Baths","07:31:00",16,0.121634250778816,-0.0959458928833179,-33.847168,151.142892,20.9,18.2,2.98784228058674,2.83321334405622,"Good",2025,4,0.404529729209735,0.344615782400823,2.7,"Autumn"
"70","Sydney Harbour","Northern Beaches Council","Little Manly Cove","10:33:00",0,0.870158448053,0.21735436577199,-33.807232,151.286808,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"71","Sydney Harbour","Woollahra Municipal Council","Camp Cove","10:43:00",0,0.870158448053,0.17093951263787,-33.839395,151.278758,20.9,18.2,2.98784228058674,0,"Good",2025,4,0.404529729209735,0,2.7,"Autumn"
"72","Sydney Harbour","Woollahra Municipal Council","Rose Bay Beach","11:02:00",1,0.495896349415908,0.14773208607081,-33.870027,151.265932,20.9,18.2,2.98784228058674,0.693147180559945,"Good",2025,4,0.404529729209735,0.343729156447606,2.7,"Autumn"
"73","Sydney Harbour","Inner West Council","Callan Park Seawall","11:58:00",1,0.870158448053,-0.0495310397491982,-33.862333,151.159306,20.9,18.2,2.98784228058674,0.693147180559945,"Good",2025,4,0.404529729209735,0.603147874908355,2.7,"Autumn"
"74","Sydney City","Randwick City Council","South Maroubra Beach","09:22:00",0,0.495896349415908,0.286976645473169,-33.951378,151.257322,21.4,16.2,-0.0294941356167331,0,"Good",2025,4,-0.0309990820032391,0,5.2,"Autumn"
"75","Southern Sydney","Sutherland Shire Council","South Cronulla Beach","08:38:00",5,0.495896349415908,0.321787785323759,-34.055497,151.155347,21.4,16.2,-0.0294941356167331,1.79175946922805,"Good",2025,4,-0.0309990820032391,0.888526979821578,5.2,"Autumn"
"76","Sydney City","Waverley Council","Bondi Beach","07:23:00",9,0.495896349415908,0.368202638457879,-33.891157,151.278267,21.4,16.2,-0.0294941356167331,2.30258509299405,"Good",2025,4,-0.0309990820032391,1.14184354183524,5.2,"Autumn"
"77","Southern Sydney","Sutherland Shire Council","Wanda Beach","08:23:00",6,0.870158448053,0.310184072040229,-34.04393,151.1622,21.4,16.2,-0.0294941356167331,1.94591014905531,"Good",2025,4,-0.0309990820032391,1.69325015535255,5.2,"Autumn"
"78","Sydney City","Randwick City Council","Clovelly Beach","08:16:00",120,0.121634250778816,0.15933579935434,-33.914578,151.267659,21.4,16.2,-0.0294941356167331,4.79579054559674,"Good",2025,4,-0.0309990820032391,0.583332389905791,5.2,"Autumn"
"79","Southern Sydney","Sutherland Shire Council","North Cronulla Beach","08:31:00",0,0.495896349415908,0.321787785323759,-34.05101,151.15659,21.4,16.2,-0.0294941356167331,0,"Good",2025,4,-0.0309990820032391,0,5.2,"Autumn"
"80","Southern Sydney","Sutherland Shire Council","Boat Harbour","07:27:00",53,-0.252627847858275,0.22895807905552,-34.038723,151.200127,21.4,16.2,-0.0294941356167331,3.98898404656427,"Good",2025,4,-0.0309990820032391,-1.00772845482453,5.2,"Autumn"
"81","Southern Sydney","Sutherland Shire Council","Shelly Beach (Sutherland)","08:57:00",1,0.495896349415908,0.298580358756699,-34.06412,151.15542,21.4,16.2,-0.0294941356167331,0.693147180559945,"Good",2025,4,-0.0309990820032391,0.343729156447606,5.2,"Autumn"
"82","Sydney City","Waverley Council","Tamarama Beach","07:37:00",7,0.495896349415908,0.286976645473169,-33.900805,151.270734,21.4,16.2,-0.0294941356167331,2.07944154167984,"Good",2025,4,-0.0309990820032391,1.03118746934282,5.2,"Autumn"
"83","Sydney City","Randwick City Council","Gordons Bay (East)","08:26:00",2,0.495896349415908,0.24056179233905,-33.915646,151.264558,21.4,16.2,-0.0294941356167331,1.09861228866811,"Good",2025,4,-0.0309990820032391,0.544797823373972,5.2,"Autumn"
"84","Sydney City","Randwick City Council","Maroubra Beach","09:05:00",2,0.495896349415908,0.286976645473169,-33.948896,151.257459,21.4,16.2,-0.0294941356167331,1.09861228866811,"Good",2025,4,-0.0309990820032391,0.544797823373972,5.2,"Autumn"
"85","Sydney City","Waverley Council","Bronte Beach","08:00:00",0,0.495896349415908,0.19414693920493,-33.903087,151.26879,21.4,16.2,-0.0294941356167331,0,"Good",2025,4,-0.0309990820032391,0,5.2,"Autumn"
"86","Southern Sydney","Sutherland Shire Council","Elouera Beach","08:25:00",2,0.495896349415908,0.310184072040229,-34.04661,151.15966,21.4,16.2,-0.0294941356167331,1.09861228866811,"Good",2025,4,-0.0309990820032391,0.544797823373972,5.2,"Autumn"
"87","Southern Sydney","Sutherland Shire Council","Greenhills Beach","07:33:00",1,0.495896349415908,0.22895807905552,-34.03479,151.18418,21.4,16.2,-0.0294941356167331,0.693147180559945,"Good",2025,4,-0.0309990820032391,0.343729156447606,5.2,"Autumn"
"88","Sydney City","Randwick City Council","South Maroubra Rockpool","09:18:00",1,0.495896349415908,0.286976645473169,-33.953515,151.258009,21.4,16.2,-0.0294941356167331,0.693147180559945,"Good",2025,4,-0.0309990820032391,0.343729156447606,5.2,"Autumn"
"89","Sydney City","Randwick City Council","Malabar Beach","09:46:00",0,0.495896349415908,0.275372932189639,-33.96436,151.252247,21.4,16.2,-0.0294941356167331,0,"Good",2025,4,-0.0309990820032391,0,5.2,"Autumn"
"90","Sydney City","Randwick City Council","Coogee Beach","08:45:00",4,0.495896349415908,0.26376921890611,-33.92076,151.25817,21.4,16.2,-0.0294941356167331,1.6094379124341,"Good",2025,4,-0.0309990820032391,0.79811438538763,5.2,"Autumn"
"91","Sydney City","Randwick City Council","Little Bay Beach","10:05:00",22,0.495896349415908,0.275372932189639,-33.979882,151.251417,21.4,16.2,-0.0294941356167331,3.13549421592915,"Good",2025,4,-0.0309990820032391,1.55488013529396,5.2,"Autumn"
"92","Southern Sydney","Sutherland Shire Council","Oak Park Beach","08:47:00",3,0.495896349415908,0.310184072040229,-34.06984,151.156853,21.4,16.2,-0.0294941356167331,1.38629436111989,"Good",2025,4,-0.0309990820032391,0.687458312895212,5.2,"Autumn"
"93","Northern Sydney","Northern Beaches Council","Long Reef Beach","09:37:00",5,0.870158448053,0.310184072040229,-33.74525,151.30593,21.6,15.9,-0.110605329600697,1.79175946922805,"Good",2025,4,-0.133164905685036,1.55911463902775,5.7,"Autumn"
"94","Northern Sydney","Northern Beaches Council","Dee Why Beach","09:21:00",19,0.870158448053,0.310184072040229,-33.753299,151.297338,21.6,15.9,-0.110605329600697,2.99573227355399,"Good",2025,4,-0.133164905685036,2.60676174593803,5.7,"Autumn"
"95","Northern Sydney","Northern Beaches Council","Narrabeen Lagoon (Birdwood Park)","22:04:00",200,0.495896349415908,-1.99895487138222,-33.703993,151.304952,21.6,15.9,-0.110605329600697,5.30330490805908,"Good",2025,4,-0.133164905685036,2.62988954374596,5.7,"Autumn"
"96","Northern Sydney","Northern Beaches Council","Warriewood Beach","10:15:00",0,0.870158448053,0.333391498607289,-33.69107,151.309221,21.6,15.9,-0.110605329600697,0,"Good",2025,4,-0.133164905685036,0,5.7,"Autumn"
"97","Northern Sydney","Northern Beaches Council","South Steyne Beach","08:22:00",58,0.870158448053,0.17093951263787,-33.79889,151.2903,21.6,15.9,-0.110605329600697,4.07753744390572,"Good",2025,4,-0.133164905685036,3.548103654067,5.7,"Autumn"
"98","Northern Sydney","Northern Beaches Council","North Steyne Beach","08:12:00",38,0.870158448053,0.101317232936691,-33.79099,151.28801,21.6,15.9,-0.110605329600697,3.66356164612965,"Good",2025,4,-0.133164905685036,3.18787911634267,5.7,"Autumn"
"99","Northern Sydney","Northern Beaches Council","Queenscliff Beach","08:04:00",300,0.495896349415908,0.13612837278728,-33.78689,151.28874,21.6,15.9,-0.110605329600697,5.70711026474888,"Fair",2025,4,-0.133164905685036,2.83013514600302,5.7,"Autumn"
"100","Northern Sydney","Northern Beaches Council","Newport Beach","10:47:00",17,0.870158448053,0.0316949532355112,-33.653976,151.32375,21.6,15.9,-0.110605329600697,2.89037175789616,"Good",2025,4,-0.133164905685036,2.51508140314715,5.7,"Autumn"
"101","Northern Sydney","Northern Beaches Council","North Curl Curl Beach","09:09:00",3,0.870158448053,0.298580358756699,-33.767605,151.298194,21.6,15.9,-0.110605329600697,1.38629436111989,"Good",2025,4,-0.133164905685036,1.20629574981671,5.7,"Autumn"
"102","Northern Sydney","Northern Beaches Council","Bilarong Reserve","10:26:00",150,0.495896349415908,-2.03376601123281,-33.710668,151.286896,21.6,15.9,-0.110605329600697,5.01727983681492,"Good",2025,4,-0.133164905685036,2.48805075507456,5.7,"Autumn"
"103","Northern Sydney","Northern Beaches Council","Freshwater Beach","08:52:00",30,0.870158448053,0.310184072040229,-33.78164,151.29076,21.6,15.9,-0.110605329600697,3.43398720448515,"Good",2025,4,-0.133164905685036,2.98811297648865,5.7,"Autumn"
"104","Northern Sydney","Northern Beaches Council","Turimetta Beach","10:10:00",0,0.870158448053,0.310184072040229,-33.698084,151.310937,21.6,15.9,-0.110605329600697,0,"Good",2025,4,-0.133164905685036,0,5.7,"Autumn"
"105","Northern Sydney","Northern Beaches Council","Avalon Beach","11:12:00",0,0.495896349415908,0.21735436577199,-33.635658,151.332569,21.6,15.9,-0.110605329600697,0,"Good",2025,4,-0.133164905685036,0,5.7,"Autumn"
"106","Northern Sydney","Northern Beaches Council","Collaroy Beach","09:45:00",11,0.495896349415908,0.286976645473169,-33.732619,151.302884,21.6,15.9,-0.110605329600697,2.484906649788,"Good",2025,4,-0.133164905685036,1.23225613626918,5.7,"Autumn"
"107","Northern Sydney","Northern Beaches Council","Bungan Beach","10:35:00",0,0.495896349415908,0.17093951263787,-33.665919,151.320776,21.6,15.9,-0.110605329600697,0,"Good",2025,4,-0.133164905685036,0,5.7,"Autumn"
"108","Northern Sydney","Northern Beaches Council","North Narrabeen Beach","09:59:00",6,0.870158448053,0.321787785323759,-33.705557,151.306407,21.6,15.9,-0.110605329600697,1.94591014905531,"Good",2025,4,-0.133164905685036,1.69325015535255,5.7,"Autumn"
"109","Northern Sydney","Northern Beaches Council","Palm Beach","11:43:00",0,0.870158448053,0.1825432259214,-33.598779,151.325824,21.6,15.9,-0.110605329600697,0,"Good",2025,4,-0.133164905685036,0,5.7,"Autumn"
"110","Northern Sydney","Northern Beaches Council","Bilgola Beach","10:57:00",2,0.495896349415908,0.24056179233905,-33.645256,151.328774,21.6,15.9,-0.110605329600697,1.09861228866811,"Good",2025,4,-0.133164905685036,0.544797823373972,5.7,"Autumn"
